[11/2/25, 11:08:50 PM] Dec’25.Basics.LMKHealth: ‎Messages and calls are end-to-end encrypted. Only people in this chat can read, listen to, or share them.
[11/2/25, 11:08:50 PM] ~ PBW Foods: ‎~ PBW Foods created this group
‎[12/8/25, 7:44:59 PM] ~ Meenakshi Nigam: ‎<attached: 00000444-PHOTO-2025-12-08-19-44-59.jpg>
[12/8/25, 9:13:38 PM] ‪+1 (650) 960‑6578‬: ‎~ PBW Foods added ‪+1 (650) 960‑6578‬
[12/9/25, 7:14:39 PM] ~ Meenakshi Nigam: ••• GREEN JUICING •••

Based on my experience in various health groups, I'd like to share four key insights:
1. Ease of Adoption: 
Some health advice is easier said than done. For example, consuming green leafy vegetables without using oil or ghee is challenging in Indian cuisine, where saag is a common preparation requiring these fats.
2. Dietary Changes: 
It is often hard to give up our favorite foods even when we know they are unhealthy. However, introducing tasty, healthy options can naturally displace less healthy choices.
3. Impact of Changes:
Gradual changes often yield less noticeable improvements which can lead to a loss of confidence. Making a few dramatic changes can keep these efforts top of mind and encourage persistence.
4.Ripple Effects:
A single conscious change can lead to multiple subconscious improvements and accrue significant benefits. For example, starting a daily walking routine led me to naturally reject calorie-dense snacks like cookies and donuts, mindful of the effort I'd put into walking.

Why Green Juice?
Green leafy vegetables are high in nitrates, which help release Nitric Oxide in the bloodstream, unclogging blood vessels and reducing blood pressure and other cardiovascular issues.
When I discussed dietary guidelines I mentioned that we need to consume a minimum 1% of our body weight in vegetables and half of that should be in green leafy vegetables. Dr. Caldwell Esselstyn suggests six daily servings of green leafy vegetables for heart patients, including notable individuals like Bill Clinton. Given the culinary habits in India where salads are uncommon, I recommend juicing as a practical alternative, although it's second to consuming greens raw or blanched.
I recommend watching the documentaries “Fat, Sick & Nearly Dead" available on Netflix, and "Super Juice Me" on YouTube. These showcase dramatic health transformations through extended juice fasts. Inspired by these, I started with a five-day juice fast 11 years ago that transformed my life.
One should start with a 3-5 day juice fast, consuming 8-12 ounces of juice four to five times a day. After that continue with three glasses daily 15-20 minutes before meals to maximize health benefits until you can reduce or eliminate chronic medications.
The main goal here is to consume large quantities of green leafy vegetables (fruits should be eaten as a whole or to just make vegetable juice tastier). Juicing makes it easy. 

Selecting A Juicer
As green juicing is an important component in my dietary recommendations the selection and purchase of a juicer should not be delayed, especially for people who are on medications or want to lose weight. 
Consider hydraulic, double helical screw, and single augur juicers based on your budget and needs. Avoid high-speed centrifugal juicers as they can degrade nutrients and are less effective with leafy greens.
For patients who are critically ill, it is advisable to consume juice with minimum pulp. It is light on their stomach and for the same amount of fullness, they can consume more nutrients. (Not sure you need the last line re: cancer here since you mention critically ill above). 

Do You Lose Fiber?
A question often asked is “aren’t you removing fiber in juicing?”
The answer is that there are two types of fiber- soluble and insoluble. Juicing retains soluble fiber and some of the insoluble fiber as well. One should eat fruits as a whole and juice only vegetables. You can add some fruit to enhance the taste and yes Granny Smith apples because they have enzymes that help digest green leafy vegetables. 
There is a saying: First thing in the morning, if you poop before you finish peeing; you are in good health. You soon will experience that.

Green Juice Recipe
Before diving into the recipe, it's important to note that there isn't a strict chemical composition required for making juice. Unlike the precise formulations often found in Ayurveda, the primary aim of juicing is to enjoy consuming green leafy vegetables in a tasty beverage, rather than enduring a bitter concoction solely for health benefits. Since everyone's taste preferences vary, feel free to adjust the ingredients according to your liking. The goal is to create a juice that's so delicious, your guests will ask for a second glass. 

Consider the recipe as consisting of three main groups of vegetables, along with some seeds:
1. Apples and Spice Group: This includes four Granny Smith apples (or any other suitable juicing apples), two lemons, and two thumb-sized pieces of ginger.
2. Hydration Group: Comprising one bunch of celery, one large English cucumber (or two medium regular cucumbers), and/or lettuce. This group provides most of the juice's water content, and you can easily double these ingredients if desired.
3.Leafy Greens Group: Choose any combination of one to three of the following: kale, chard, spinach, mustard greens, turnip greens, collard greens, beetroot greens, cabbage, etc. (2-3 bunches total). Alternatively, for a variation, replace this group with carrots and beetroots.

Enhance your juice by adding some flax seeds, chia seeds or hemp seeds. These seeds not only fulfill part of your Omega-3 needs but also provide fats that aid in nutrient absorption. Don't hesitate to include other non-starchy vegetables like bottle gourd, butter melon, raw turmeric, and mint. There are no restrictions—let your taste buds guide you!

Here is a typical green juice mixture in my kitchen. See in the picture from left to right:
Chard, Kale, Arugula, Bottle Gourd, Romaine lettuce, Celery, Cucumber, Lemon, Ginger, Beetroot, Raw Turmeric root, Green apple, Carrot and Fenel. 

Shelf Life
Juice can be stored safely in airtight glass bottles in the refrigerator for up to 72 hours or frozen for longer storage, leaving space for expansion.

Organic vs Nonorganic
Always thoroughly wash fruits and vegetables. Seek organic sources if possible, but don't avoid conventional produce out of fear of pesticides; the benefits of consuming fruits and vegetables outweigh the potential risks.
I recommend that you find good sources of organic produce. See if there is a farmers market near you. Some organic farms have now started delivering fresh produce at home. There are also community farms who deliver produce every week. I strongly recommend that you befriend your grocer more than your doctor. He is more important in your life. Next Diwali give him a box of dry fruits. He will remember you and always tell you if a particular produce is not good and should be avoided. 

JUICE vs SMOOTHY 
This is one of the most frequently asked questions and there clearly is big confusion on this subject, so I have decided to dedicate a post to this. Before proceeding I want to make it clear that eating leafy greens raw as salad or blanched is the best option. The chewing action in the mouth mixed with saliva provides the most nutrition and absorption. Fruits ofcourse shoul always be eaten as whole fruits except some green apples (Granny Smith variety in US as they have enzymes that help digest green leafy vegetables) which should be added to green juice. So the question is only, what is the second best option. 
1. Smoothies require high speed blending, this makes the air oxidize the nutrients. So you have some nutrient loss due to oxidization.
2. Because you have to mix a cup of water to start the process and because the pulp is retained, there are only half as many nutrients in a glass of smoothie as opposed to a glass of juice. 
3. Because of air and insoluble fiber you can not consume much smoothie and make up for reduced nutrients by drinking more. On the contrary the juice feels less filling than smoothie. 
4. A good juicer retains most of the soluble fiber in juice. Some of the insoluble fiber is also retained in small particles that go through the screen. The remaining insoluble fiber which is rejected, has little nutrient left. It is also not needed for bowl movement because one gets more than enough from juice. 
5. Juice does not stay in stomach much and passes through to small intestine quickly. Smoothies need to be digested and remain much longer in the stomach. Smoothies are not a good choice for juice fasts. 
6. Juice has a much longer refrigeration shelf life. You can juice only twice a week and store it in airtight glass bottles. It can also be frozen so one can reduce juice making to even once a week. 

This post clarifies green juicing, its benefits, and its practical implementation, aiming to promote better health practices and dietary adjustments.
—————————————
           END OF POST
—————————————
[12/9/25, 7:14:40 PM] ~ Meenakshi Nigam: https://youtu.be/Aaxa7rxEbyk?si=A92RCxQisrtDgInq
[12/9/25, 7:14:41 PM] ~ Meenakshi Nigam: • HOW MUCH WATER SHOULD YOU REALLY DRINK?

Social media is awash with adviceeon water consumption—recommending specific amounts to drink daily, detailing when and how to drink it, and even touting it as a cure for numerous ailments. My aim with this blog is to address these topics and clarify the confusion created by such claims.
The renowned Mayo Clinic suggests a daily water intake of 2.7 liters for women and 3.7 liters for men. While it's true that dehydration can lead to health issues, many of the claims about water curing illnesses are exaggerated and lack evidence. I recently spoke with a cancer patient who had increased his water intake to 3 liters per day in hopes of healing. While this hope is not harmful as long as he continues with necessary treatments like surgery, chemotherapy, radiation, and avoiding angiogenic foods, it's important to set realistic expectations.
Water is crucial for maintaining various balances within the body, such as pH and mineral levels. Consider a New Yorker who subsists on a diet rich in meat, potatoes, coffee, and alcohol, with little to no water consumption; they might experience health issues that could be somewhat alleviated by drinking more water. However, this doesn't imply that increasing water intake can cure all individuals suffering from similar ailments. This is a common misconception promoted by many online videos and claims.
By understanding the true benefits and limitations of water consumption, we can approach our health more effectively and avoid falling for unfounded claims.

Benefits of Drinking Water
- Improves blood volume and viscosity
- Boosts your energy level
- Flushes out toxins and keeps your organs healthier
- Improves skin
- Promotes weight loss
- Enhances muscle contraction
- Improves hormone production
- Reduces joint pain
- Reduces stress hormones

The amount of water you need depends on several factors including your health, activity level, climate, and importantly, your diet—a factor often overlooked in mainstream media. 
Water aids in maintaining both alkalinity and sodium levels, suggesting that a diet high in alkaline foods and low in sodium (typically unprocessed) may reduce the need for excessive water to eliminate acidity or salt.
In a climate with temperatures ranging from 15-25 degrees Celsius and dry air (such as an air-conditioned environment), and assuming an activity level of 10,000 steps per day, a useful guideline is to drink 3-5% of your body weight in water. For instance, a person weighing 75 kilograms should consume 2.25-3.75 liters of water daily, equivalent to 9-15 glasses, assuming each glass holds 250 ml. If you're consuming 1% of your body weight in fresh fruits and 1% in vegetables daily (which are about 85% water), this accounts for approximately 1.7% of the 3-5% hydration needs. Thus, the remaining requirement is reduced to 1.3-3.3%, or 4-10 glasses of water daily.
For those avoiding non-vegetarian and processed foods, I suggest that 6 glasses per day may suffice. Consider drinking two glasses of warm water first thing in the morning, one glass an hour after each meal, and one glass before going to bed. In hotter climates, like in India, it's advisable to drink a glass of water every time you come back from an outdoor trip. However, it's possible to drink too much water, which can lead to a loss of mineral balance. A practical way to assess your hydration level is by checking the color of your urine, which should ideally be at level 2 on a scale from 1 (clear) to 5 (dark yellow).
Note that acidic beverages and some types of acidic bottled water do not contribute to your total daily water intake.

Water with Meals or Not ?
Is it beneficial to drink water with meals? Opinions vary. Some sources recommend drinking warm or room-temperature water during meals to aid digestion, similar to the custom of drinking lukewarm green tea in Chinese and Japanese cultures. Others suggest waiting 45 minutes to an hour after eating before drinking water, claiming that it dilutes stomach acids and impairs digestion—though this lacks substantial scientific backing. The Mayo Clinic states that drinking water does not interfere with digestion.
An often overlooked factor in this debate is the type of food being consumed. For meals consisting of solid foods with low moisture content, drinking water or tea is advisable to aid in digestion. Many baked goods, such as bagels, muffins, cookies, or sweet potatoes, are difficult to swallow without the aid of a liquid. Similarly, most baked animal foods, unlike moisture-rich Indian curries, are low in moisture and may require water with meals. 
For those adhering to a diet rich in plant-based whole foods, which includes a substantial amount of fruits and vegetables and retains water and gravy in cooked items, there is less need to drink water during meals. However, I recommend taking one sip of water before starting to eat and a couple of sips at the end of the meal to aid in the functioning of the esophageal sphincter muscles and to facilitate oral hygiene. This aligns with the Hindu practice of taking a little water in your palm and circling it around your plate and swallowing it as a prayer before eating, and rinsing the mouth after meals. If it's not always feasible to spit the water out, swallowing it is perfectly acceptable, as it contains only the consumed food.
Water can be consumed during the meal if necessary, but it is advisable to drink it before starting and waiting about 45 minutes to an hour after finishing the meal.

Tulsi, Moringa or What?
A common question I encounter is about the practice of consuming various substances with morning water or on an empty stomach. It's crucial to understand that every plant food offers some benefits, but it's misleading to consider them in isolation. In India, it's widespread practice to add certain items as "superfoods," to your morning water. 
Most plant foods contain vitamins and minerals, their presence alone, as highlighted on social media, does not necessarily make them superior. Additionally, there's a practical issue with the advice to consume something on an empty stomach: how do you decide which should go first?
Once you have consumed one item, your stomach isn’t empty any more. 
I'm not opposed to consuming these items, but I advise treating them as part of your regular diet, not as supplements, and especially not outside your normal eating window. Believing they can compensate for deficiencies in your diet or lifestyle is a mistake. Here are some examples I often see: Lemon, Apple cider vinegar, Tulsi, Methi seeds, Moringa, Jeera, Ginger, Garlic, Aamla, Turmeric, Cinnamon, Curry leaves. The list goes on and on. 
My recommendation is to incorporate these into your recipes rather than consuming them as supplements, whether first thing in the morning or last thing at night. Consume them during your designated eating times, not during fasting periods.

Tea, Coffee or Chocolate ?
On the topic of tea, it's interesting to note that the British introduced tea to India around 180 years ago during their trade conflicts with China. While tea does contain some nutrients, the benefits are often offset when milk and sugar are added. A healthier alternative would be herbal teas, such as hibiscus, ginger, lemon, or cinnamon, which provide more nutrients without the need for additives like milk and sugar. 

Coffee, similarly, is not native to India. It was first introduced to the Karnataka hills in the 1670s. The issue with beverages like tea, coffee, and chocolate lies in the caffeine content, which is addictive—similar to other substances like tobacco, marijuana, alcohol, and opium. Addiction can dominate your life, dictating your actions and even basic functions like using the bathroom. Skipping your usual dose can lead to headaches and a general inability to function. Thus, I recommend trying to break free from this dependency. Some people may succeed in quitting cold turkey while others might prefer a gradual approach.

From a health perspective, all three beverages contain nutrients that are beneficial, but not when consumed in the typical way with added milk and sugar, which offset these benefits. If you choose to consume them, it's best to do so without these additions and in moderation. Consider starting by eliminating milk and sugar from your beverages. Opt for black tea with lemon or cardamom, or try Kashmiri Kahwa, which contains neither sugar nor milk. Green tea is another excellent option.

You might also notice that biscuits or donuts often accompany tea or coffee with milk. Eliminating milk from your tea or coffee can make it easier to stop consuming these snacks as well. I personally quit drinking tea ten years ago. For first few years I missed the routine of having a cup of hot beverage in the morning now even the idea doesn’t cross my mind. Please watch the linked video below. 

What The Color Of Your Urine Says About Your Health
https://youtu.be/oiCYI5lNflA

—————————————
           END OF POST
—————————————
‎[12/9/25, 7:14:41 PM] ~ Meenakshi Nigam: ‎<attached: 00000449-PHOTO-2025-12-09-19-14-41.jpg>
‎[12/9/25, 7:14:42 PM] ~ Meenakshi Nigam: ‎<attached: 00000450-PHOTO-2025-12-09-19-14-42.jpg>
